id,speed
0,47.87623215
1,47.55254745
2,38.56822586
3,30.75352287
4,39.52652359
5,27.97686386
6,20.68826103
7,49.05516052
8,47.89460373
9,30.14606476
10,27.35959625
11,22.27337646
12,23.22341728
13,23.53619576
14,25.65329933
15,40.5028801
16,42.91110229
17,46.66807175
18,48.4067421
19,48.48857117
20,46.75200272
21,44.08666992
22,20.36924934
23,25.47326088
24,25.27462196
25,20.39743614
26,21.47275162
27,22.05109024
28,18.5547657
29,14.30235672
30,24.36148453
31,46.63097382
32,48.98316193
33,28.30128479
34,25.6987381
35,25.43261719
36,21.6462822
37,22.02014351
38,45.80066681
39,40.55109406
40,45.03290558
41,47.89528275
42,48.44743729
43,44.59729004
44,20.94900513
45,18.27358818
46,18.2854538
47,11.61801338
48,45.1176796
49,47.55265045
50,48.09901428
51,25.03094864
52,21.70177841
53,20.49641228
54,18.77467346
55,19.04039001
56,17.36789322
57,16.81404114
58,29.4693737
59,34.64989853
60,42.21203995
61,40.8200264
62,40.96608353
63,41.89934158
64,45.16313171
65,47.44236755
66,47.28104401
67,45.87084961
68,42.53082657
69,26.14863777
70,21.63491821
71,19.51420784
72,18.12602615
73,19.78360748
74,16.31473732
75,9.395786285
76,44.74372864
77,41.23331833
78,45.07168961
79,48.15835571
80,14.6743145
81,16.91740608
82,21.03377342
83,15.53020668
84,16.05861664
85,11.10565662
86,18.06371307
87,35.85625839
88,44.37211227
89,40.52970123
90,48.6714592
91,47.97075653
92,46.94676208
93,46.2570076
94,26.33889961
95,15.3286314
96,22.62813568
97,10.62974644
98,9.07376194
99,19.97113609
100,40.96951294
101,47.28277588
102,14.42939758
103,16.35194778
104,15.97310162
105,44.2456398
106,36.63123322
107,48.29940796
108,43.48762131
109,15.94645309
110,9.722102165
111,9.195971489
112,19.66835594
113,34.01824951
114,35.62231445
115,49.18148422
116,48.71966934
117,41.32986069
118,25.85723877
119,22.556633
120,20.73722076
121,18.48833656
122,32.78476715
123,47.11142349
124,46.96736145
125,42.38195038
126,40.38057327
127,36.98261261
128,41.59732056
129,32.95755768
130,48.12477112
131,47.3198967
132,46.81134033
133,26.24357796
134,22.4763546
135,22.24678421
136,39.17617798
137,46.0720253
138,49.03574753
139,47.44782257
140,46.90678406
141,44.37286758
142,26.58067894
143,15.67280102
144,21.3062439
145,17.49959755
146,19.07810783
147,48.49241638
148,48.89646149
149,47.44634247
150,47.24773026
151,17.79901123
152,17.58204079
153,16.10864639
154,10.1173687
155,21.11818886
156,37.56960297
157,45.43590164
158,41.43027496
159,45.66544724
160,48.58042908
161,48.99347305
162,48.30836105
163,47.38492584
164,44.20651627
165,25.57120895
166,14.99116516
167,19.82424736
168,17.17714119
169,17.90247536
170,12.12740231
171,11.49078465
172,45.67490768
173,48.4467659
174,44.22894287
175,25.14382935
176,19.15416336
177,17.16692734
178,18.67954254
179,10.46059799
180,44.94582367
181,49.17596054
182,49.42594147
183,48.8026619
184,41.10123444
185,18.51495934
186,18.2067318
187,39.08691025
188,29.94877625
189,48.50552368
190,43.82505035
191,43.3782959
192,38.76516724
193,37.74900436
194,37.04648972
195,36.16212845
196,35.12320709
197,43.07518768
198,37.32894897
