id,speed
0,48.00792694
1,47.88801193
2,39.7109642
3,29.67684364
4,37.60671997
5,26.15428352
6,18.1666832
7,49.17093277
8,48.4622612
9,35.30160522
10,30.00316429
11,23.98288536
12,23.63070869
13,23.33922958
14,25.40669823
15,39.99895859
16,42.62769699
17,45.35471725
18,48.71286392
19,48.67886353
20,46.75330353
21,44.37290573
22,20.58250999
23,29.03268623
24,25.26498985
25,20.26578331
26,20.09210968
27,20.09277534
28,18.86683083
29,16.03748512
30,24.63434219
31,45.39337921
32,48.66577148
33,32.76860809
34,23.49255562
35,21.52721977
36,18.96035576
37,18.66941071
38,40.68249512
39,38.57581711
40,39.77539444
41,47.74524307
42,48.3487587
43,42.97008514
44,20.72482681
45,19.2719593
46,19.03583527
47,14.22785091
48,40.19677353
49,49.5268898
50,48.77950287
51,18.07019043
52,22.72042274
53,20.14930725
54,20.3565197
55,17.22918892
56,11.14788151
57,10.88061428
58,19.09686661
59,36.47529984
60,38.49474716
61,40.60593033
62,39.03547287
63,41.18571091
64,42.64450836
65,48.06317902
66,47.29045486
67,46.17102814
68,43.42588425
69,29.74332619
70,21.74960709
71,20.73732948
72,16.59227371
73,17.32497597
74,15.57654858
75,11.28157234
76,37.50161362
77,33.98055267
78,38.07886505
79,46.87395859
80,14.94893265
81,16.63405609
82,19.34239006
83,16.8522377
84,15.35020161
85,13.65974712
86,22.74843025
87,38.75001907
88,43.00528717
89,39.42750931
90,47.80819321
91,47.5064621
92,46.25117493
93,44.55339432
94,31.73646927
95,18.25712776
96,23.46711731
97,13.594594
98,11.8183651
99,22.16786385
100,40.16559219
101,47.56448746
102,16.63518333
103,17.20021057
104,14.30957603
105,42.10164261
106,34.55495453
107,48.8183136
108,42.71362686
109,13.20126438
110,16.96957397
111,17.34312248
112,26.19704247
113,37.42325974
114,45.64015961
115,48.6086998
116,48.53984833
117,42.78259659
118,26.2806778
119,23.48103142
120,21.49085617
121,17.51215935
122,32.40593719
123,47.56322098
124,47.38417816
125,41.48426056
126,41.62680435
127,38.06878662
128,42.28434753
129,33.52840042
130,49.00671005
131,47.17006302
132,46.68315887
133,28.33472824
134,23.90098953
135,24.47803688
136,39.73845673
137,46.16896057
138,49.38998032
139,47.54099274
140,47.0038414
141,45.0901413
142,26.83340073
143,15.14194107
144,21.43650436
145,18.76451111
146,18.71043396
147,48.52357483
148,49.92658997
149,47.373806
150,47.19209671
151,17.11032104
152,17.72916031
153,16.46178055
154,9.091112137
155,21.74381256
156,37.78396606
157,44.46493912
158,41.3079071
159,46.25659561
160,48.58457565
161,49.78427124
162,48.27568054
163,47.14103699
164,45.2167778
165,26.29551888
166,14.74028206
167,20.04602814
168,18.2168808
169,18.87757492
170,12.7953949
171,11.60739422
172,45.15994263
173,48.18432617
174,45.04401016
175,27.32494354
176,20.01072502
177,17.43681717
178,18.63746452
179,10.79926777
180,44.84866333
181,48.41213608
182,48.84199524
183,48.38920975
184,41.62973404
185,20.51413345
186,19.21373177
187,40.44472122
188,31.85817146
189,48.63725281
190,44.08242416
191,43.87752914
192,38.91880035
193,38.43566895
194,35.21519852
195,35.95199585
196,34.88737869
197,43.127388
198,39.67354965
199,47.98468018
200,46.24008179
201,25.3091507
202,23.02042198
203,19.32996559
204,17.64048958
205,20.25560951
206,39.93791962
207,41.88247681
208,48.4757843
209,48.50712204
210,47.00452042
211,47.10471725
212,27.11492538
213,13.55563164
214,21.02470398
215,21.78219604
216,17.12558556
217,23.57356834
218,44.3129921
219,48.28181458
220,47.29486465
221,45.89793777
222,26.82885933
223,16.87724113
224,11.14468002
225,24.64605522
226,47.88872147
227,48.51582718
228,18.05932999
229,23.82509422
230,19.74679756
231,18.81973457
232,44.97703552
233,48.47392654
234,47.12049866
235,20.01459312
236,25.59757614
237,21.4352684
238,24.79205322
239,42.56307602
240,36.78353119
241,40.00434875
242,48.6065712
243,48.49542618
244,48.13046265
245,48.20264053
246,29.16519165
247,22.5232029
248,20.66499329
249,21.78225327
250,20.2569809
251,32.72627258
252,41.62665939
253,30.65147209
254,34.5564537
255,47.06139755
256,46.90870667
257,46.09854126
258,44.02451706
259,40.78385544
260,39.25428391
261,34.31243515
262,39.05301285
263,42.48938751
264,32.3504715
265,41.375
266,47.85495758
267,45.39970398
268,19.43291664
269,21.32186508
270,18.07779121
271,18.14718628
272,18.94576645
273,14.93982792
274,46.58428955
275,47.83451843
276,48.00724792
277,47.65324783
278,27.46643066
279,14.36019897
280,16.73890305
281,22.64006615
282,20.36616707
283,17.59386063
284,13.57124805
285,12.57645035
286,47.38500214
287,47.30800629
288,12.55513096
289,17.03536797
290,15.20310402
291,11.28794575
292,10.57798672
293,25.57095337
294,45.4461937
295,48.19622803
296,48.5651474
297,36.95833206
298,24.89522743
299,31.46177483
300,24.502285
301,21.34580803
302,27.93201828
303,41.39721298
304,40.85932159
305,49.96417618
306,48.7229538
307,49.38514328
308,46.2938385
309,35.95000839
310,18.55636024
311,9.850986481
312,40.93619919
313,37.5761795
314,40.17685318
315,49.27284241
316,47.38158798
317,45.30242538
318,40.42097092
319,42.71780777
320,45.61397552
321,46.58348465
322,46.59236145
323,45.85902405
324,34.20265579
325,36.22731781
326,42.33354568
327,39.7322464
328,37.16493607
329,35.36988449
330,31.5023365
331,38.16365051
332,41.60629272
333,43.38019943
334,41.00511932
335,45.09895706
336,46.59041977
337,46.48680878
338,20.04935646
339,22.52015114
340,21.52488708
341,26.68810654
342,41.06288528
343,41.54886246
344,48.05807877
345,48.31047821
346,47.37851334
347,18.07368088
348,38.00193024
349,49.39245605
350,49.0220871
351,48.33680725
352,33.17915344
353,17.67228508
354,23.28063202
355,18.20306587
356,16.12192917
357,23.36188507
358,40.36920547
359,45.37663651
360,44.34252548
361,49.62348557
362,17.67466927
363,23.00464058
364,16.96048927
365,16.78552055
366,14.31550789
367,23.33388329
368,40.77921677
369,48.88311386
370,48.36471558
371,48.40264511
372,47.59016037
373,17.5745182
374,18.52461243
375,10.93315506
376,21.90604591
377,38.55218506
378,44.40633774
379,49.63903427
380,24.18127251
381,18.40384674
382,14.80331993
383,30.48797035
384,49.18001556
385,48.44489288
386,48.18915176
387,34.39653778
388,34.91602707
389,33.45737839
390,32.88694
391,41.99168777
392,47.69395065
393,48.79954147
394,47.44809341
395,24.50251198
396,22.24604034
397,23.5773201
398,21.38020515
399,18.40339279
400,13.47087193
401,39.12681961
402,37.2326622
403,47.99881363
404,47.39131546
405,45.49736786
406,31.99692917
407,19.8037262
408,21.60309792
409,20.94678688
410,19.51094627
411,13.57684803
412,41.81024551
413,38.72429276
414,43.73859024
415,48.22315216
416,47.71323776
417,47.62711716
418,47.15288925
419,30.65616226
420,18.30196381
421,11.71390533
422,42.66444016
423,39.78239822
424,49.14551163
425,50.03662872
426,46.80328369
427,37.50923538
428,29.07587051
429,41.00807571
430,41.76810455
431,47.35383987
432,47.16157532
433,44.8795929
434,29.45737457
435,34.30500412
436,26.72937012
437,25.19527626
438,48.11244202
439,48.1241951
440,48.51303101
441,41.38062668
442,35.2881279
443,35.48392105
444,32.26241302
445,35.82293701
446,30.35216522
447,36.53229523
448,46.38261795
449,45.7735405
450,45.72566605
451,46.27250671
452,45.07151031
453,43.97504044
454,44.07315445
455,43.27601624
456,42.84656525
457,44.93820953
458,48.51642609
459,48.9304924
460,39.65220261
461,26.46172714
462,29.21448517
463,27.48826981
464,35.12978363
465,39.52908707
466,47.72544861
467,48.29718399
468,47.47879791
469,46.98829651
470,21.83983231
471,27.54480743
472,27.90629387
473,23.85706329
474,18.43419266
475,27.51259422
476,48.10440826
477,47.06922913
478,37.81362534
479,27.4794426
480,27.29351044
481,23.42834663
482,26.6824646
483,47.50033188
484,47.27399063
485,46.91044235
486,30.20077133
487,37.55949783
488,27.64871025
489,18.48827362
490,16.38536263
491,38.3141861
492,44.1309433
493,47.51173401
494,47.87294006
495,46.75105286
496,25.64396477
497,32.87999344
498,42.54101563
499,49.152668
500,49.27895737
501,49.61927032
502,49.05751038
503,48.54263306
504,35.79411316
505,36.7141037
506,30.05041504
507,28.69203186
508,27.27812386
509,44.77932358
510,46.09449005
511,46.11800003
512,45.32157898
513,44.92088699
514,43.93673325
515,42.33478928
516,42.77800751
517,44.47655106
518,47.5138855
519,47.36993027
520,19.94644356
521,25.83308029
522,21.92444229
523,22.43377495
524,16.76084709
525,47.53554535
526,48.03209686
527,48.10410309
528,47.30810547
529,29.26675606
530,20.18041039
531,26.3572979
532,21.23144722
533,18.47372246
534,16.63096809
535,47.164505
536,27.90147781
537,17.36197281
538,18.89947701
539,19.3866539
540,15.76072598
541,14.75988293
542,45.48810196
543,44.09128189
544,48.48294067
545,45.53639221
546,16.90738869
547,20.77381325
548,21.00839996
549,20.50554276
550,21.01838493
551,40.37096786
552,40.93438339
553,49.01899338
554,47.9417038
555,46.11047745
556,33.80130005
557,17.95658875
558,21.35760117
559,22.07592583
560,18.05613518
561,19.61610794
562,20.33675003
563,20.47655869
564,19.71455383
565,15.21280384
566,40.32281876
567,37.99052811
568,40.04209518
569,49.76791763
570,48.96033096
571,27.2559166
572,40.90040207
573,47.80596924
574,48.22248459
575,48.71551132
576,48.14397049
577,35.4974556
578,38.23642349
579,41.02000427
580,43.54019165
581,41.69680786
582,48.89133453
583,49.18428802
584,18.54343796
585,18.98303795
586,25.7311058
587,25.12057304
588,21.27067566
589,20.1122036
590,20.71336174
591,19.48168373
592,45.11967468
593,46.67050552
594,47.38602448
595,46.30712509
596,45.03165054
597,32.06978607
598,24.96862411
599,22.06988335
600,17.8548584
601,48.21269989
602,47.64945221
603,45.29645538
604,19.04105568
605,20.15352058
606,40.27501678
607,39.66080475
608,48.29787827
609,48.68457031
610,47.7341156
611,46.59215164
612,42.72992706
613,13.88537121
614,20.47891617
615,16.49172211
616,15.09858704
617,16.54120445
618,12.57730007
619,23.48045731
620,37.43852997
621,50.15314865
